,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
275,kodiak,1,US,1586533185,79,57.79,-152.41,-5.0,2.6
276,cayenne,75,GF,1586533071,70,4.93,-52.33,30.0,6.2
277,namtsy,100,RU,1586533247,34,62.72,129.67,9.0,8.0
278,boa vista,66,CM,1586533247,63,4.43,8.97,30.56,4.0
279,owensboro,1,US,1586533226,42,37.77,-87.11,7.22,6.2
280,vardo,100,NO,1586533247,91,70.37,31.11,-0.92,9.01
281,erzin,40,TR,1586533247,63,36.96,36.2,18.0,7.2
282,remedios,2,CU,1586533248,48,22.49,-79.55,31.0,2.6
283,gilleleje,21,DK,1586533248,65,56.12,12.31,10.56,5.1
284,maloyaroslavets,20,RU,1586533248,36,55.01,36.47,8.0,5.0
285,ulagan,96,RU,1586533248,61,50.63,87.96,-1.98,0.42
286,sur,77,OM,1586533185,51,22.57,59.53,30.48,4.76
287,almenara,95,BR,1586533248,76,-16.18,-40.69,25.88,1.52
288,arcos,89,BR,1586533248,62,-20.28,-45.54,24.56,1.44
289,alyangula,90,AU,1586533248,100,-13.85,136.42,24.0,4.13
290,havelock,40,US,1586533138,36,34.88,-76.9,17.0,6.2
291,faya,20,SA,1586533248,56,18.39,42.45,22.0,3.6
292,fuerte olimpo,64,PH,1586533248,71,17.54,120.36,26.34,1.62
293,kokopo,92,PG,1586533249,78,-4.35,152.26,26.25,1.13
294,stony plain,99,PL,1586533249,36,53.98,17.8,13.89,5.1
295,netishyn,0,UA,1586533249,18,50.34,26.64,12.0,6.0
296,faanui,9,PF,1586533249,75,-16.48,-151.75,28.1,4.15
297,pegnitz,8,DE,1586533249,32,49.76,11.54,21.67,2.1
298,lethem,95,GY,1586533249,48,3.38,-59.8,32.74,3.98
299,lompoc,20,US,1586533249,93,34.64,-120.46,11.67,2.62
300,margate,30,GB,1586533187,71,51.38,1.39,19.44,4.1
301,atambua,5,ID,1586533250,76,-9.11,124.89,23.35,2.06
302,carnarvon,56,AU,1586533250,100,-24.87,113.63,25.0,5.7
303,buala,28,SB,1586533240,79,-8.14,159.59,27.57,2.31
304,cabedelo,75,BR,1586533250,66,-6.98,-34.83,30.0,2.6
305,mastic beach,90,US,1586533043,45,40.8,-72.84,8.0,9.8
306,kuala kedah,40,ID,1586533250,94,3.38,98.62,27.0,1.5
307,goderich,97,CA,1586533250,83,43.75,-81.72,2.22,7.15
308,hamilton,40,US,1586533250,52,39.18,-84.53,7.22,5.7
309,elk city,67,PL,1586533250,94,53.83,22.36,10.56,4.54
310,korla,86,CN,1586533250,22,41.76,86.15,15.31,5.25
311,ayan,0,RU,1586533251,91,56.45,138.17,-2.14,3.58
312,victoria,40,HK,1586533238,83,22.29,114.16,22.22,4.6
313,naqadeh,0,IR,1586533100,35,36.96,45.39,11.59,4.03
314,fort nelson,100,NL,1586533251,43,52.65,6.39,16.67,4.1
315,jimo,100,CN,1586533251,81,36.39,120.46,9.44,1.0
316,mys shmidta,100,RU,1586533251,93,62.06,48.62,0.27,4.26
317,port keats,68,CD,1586533251,55,-7.03,29.76,26.07,2.54
318,coquimbo,93,CL,1586533215,60,-29.95,-71.34,20.0,3.6
319,altay,35,CN,1586533251,48,47.87,88.12,4.23,1.4
320,tazmalt,40,DZ,1586533251,72,36.39,4.4,18.0,2.1
321,nador,20,MA,1586533024,72,35.17,-2.93,19.0,3.6
322,padang,94,ID,1586533251,76,-0.95,100.35,26.4,0.68
323,hasaki,20,JP,1586533251,60,35.73,140.83,5.0,1.0
324,quesnel,90,CA,1586533251,72,53.0,-122.5,0.0,1.5
325,gayny,96,RU,1586533252,80,60.31,54.32,6.62,5.11
326,tateyama,6,JP,1586533252,45,34.98,139.87,9.44,8.7
327,bosobolo,19,CD,1586533252,46,4.18,19.9,32.49,0.5
328,puerto escondido,20,ES,1586533233,64,36.59,-6.23,22.0,4.1
329,birao,45,CF,1586533252,12,10.28,22.79,39.65,3.99
330,geraldton,7,AU,1586533252,60,-28.77,114.6,21.0,3.1
331,ixtapa,5,MX,1586533252,78,20.7,-105.2,25.0,1.62
332,puerto quijarro,20,ES,1586533233,64,36.59,-6.23,22.0,4.1
333,itoman,40,JP,1586533124,60,26.12,127.67,20.0,2.1
334,ossora,100,RU,1586533252,94,59.24,163.07,-11.14,1.76
335,mount darwin,100,GB,1586533224,46,53.66,-1.85,22.22,3.1
336,gat,40,IL,1586533201,77,31.61,34.76,16.11,3.6
337,utete,60,TZ,1586533253,90,-7.99,38.76,26.28,1.59
338,kontagora,99,NG,1586533253,26,10.4,5.47,33.67,3.35
339,grand-santi,93,GF,1586533253,84,4.25,-54.38,27.87,2.01
340,aleksandrovka,74,UA,1586533253,31,46.84,32.76,19.44,7.63
341,isangel,73,VU,1586533253,69,-19.55,169.27,24.48,4.45
342,kang,93,BW,1586533253,31,-23.68,22.79,25.08,4.0
343,scottsbluff,1,US,1586533253,45,41.87,-103.67,12.0,1.5
344,byron bay,1,US,1586533253,51,44.03,-92.65,4.44,2.6
345,vulcan,58,RO,1586533253,33,45.38,23.27,15.8,3.49
346,anadyr,75,RU,1586533254,83,64.75,177.48,-21.67,3.0
347,gisborne,91,NZ,1586533254,96,-38.65,178.0,12.78,1.34
348,sri aman,39,MA,1586533254,50,30.04,-8.8,25.0,5.7
349,codrington,96,AU,1586533254,79,-38.27,141.97,15.06,11.82
350,dunmore town,90,US,1586533254,48,41.42,-75.63,6.67,8.2
351,cidreira,12,BR,1586533254,67,-30.18,-50.21,20.27,4.28
352,manicore,93,BR,1586533254,62,-5.81,-61.3,30.85,0.86
353,sambava,3,MG,1586533255,82,-14.27,50.17,25.54,4.37
354,shelburne,90,CA,1586533255,69,44.08,-80.2,5.0,10.3
355,nanuet,75,US,1586533197,44,41.09,-74.01,8.33,9.8
356,sibolga,89,ID,1586533213,80,1.74,98.78,25.72,0.46
357,angoche,5,MZ,1586533255,79,-16.23,39.91,26.13,5.28
358,mabaruma,99,GY,1586533255,66,8.2,-59.78,28.44,3.21
359,roald,100,NO,1586533255,70,62.58,6.13,7.22,8.2
360,poum,57,NC,1586533255,74,-20.23,164.02,25.15,6.19
361,lufilufi,100,WS,1586533255,88,-13.87,-171.6,26.67,2.83
362,marathon,90,US,1586533255,50,44.9,-89.77,3.33,4.1
363,wairoa,94,NZ,1586533255,96,-39.03,177.37,12.78,1.34
364,yumen,1,CN,1586533255,20,40.28,97.2,8.58,10.34
365,beringovskiy,100,RU,1586533256,94,63.05,179.32,-13.9,6.57
366,monte azul,1,FR,1586533256,52,42.47,9.39,19.0,2.6
367,riyadh,100,SA,1586532961,10,24.69,46.72,38.0,4.1
368,saint-pierre,84,RE,1586533256,74,-21.34,55.48,26.0,8.7
369,kaitangata,43,NZ,1586533256,86,-46.28,169.85,12.22,1.82
370,sidi bin nur,21,CF,1586533256,42,5.08,19.88,34.06,0.9
371,qaqortoq,100,GL,1586533256,28,60.72,-46.03,6.0,21.1
372,talnakh,90,RU,1586533250,96,69.49,88.4,0.0,16.0
373,dengzhou,100,CN,1586533256,59,37.81,120.75,7.46,4.41
374,ouadda,60,CF,1586533256,23,8.08,22.4,35.21,1.5
375,paamiut,100,GL,1586533256,77,61.99,-49.67,2.6,5.85
376,iwaki,1,JP,1586533257,66,37.05,140.88,7.78,0.45
377,progreso,75,MX,1586533257,62,21.28,-89.67,31.67,5.1
378,shubarshi,91,KZ,1586533257,49,48.59,57.19,8.65,3.6
379,tautira,40,PF,1586533247,74,-17.73,-149.15,27.0,1.5
380,bosaso,0,SO,1586533257,61,11.28,49.18,29.56,3.07
381,mikuni,75,JP,1586533257,86,36.22,136.15,5.0,2.6
382,sakakah,40,SA,1586533257,26,29.97,40.21,21.0,4.1
383,boguchany,100,RU,1586533257,91,58.38,97.45,0.1,1.81
384,san cristobal,60,ML,1586533257,6,13.3,-4.9,40.99,1.47
385,svetlyy,82,RU,1586533257,29,54.67,20.13,10.0,5.0
386,lasa,5,IT,1586533257,31,46.62,10.7,26.0,2.6
387,nouadhibou,0,MR,1586533257,57,20.93,-17.03,25.0,9.8
388,lorengau,100,PG,1586533189,74,-2.02,147.27,28.18,2.19
389,camocim,88,BR,1586533258,80,-2.9,-40.84,29.24,2.76
390,minnedosa,90,CA,1586533258,64,50.25,-99.84,2.0,5.1
391,mukhen,80,RU,1586533258,72,48.1,136.1,2.08,3.56
392,anchorage,1,US,1586533258,57,61.22,-149.9,-6.0,1.56
393,tukrah,0,LY,1586533258,60,32.53,20.58,16.55,5.38
394,tessalit,65,ML,1586533250,6,20.2,1.01,40.43,4.97
395,abbeville,0,FR,1586533160,40,50.1,1.83,23.33,4.1
396,viedma,0,AR,1586533247,35,-40.81,-63.0,20.93,8.52
397,mulchen,90,CL,1586533258,100,-37.72,-72.23,8.0,1.37
398,marzuq,0,YE,1586533258,30,14.4,46.47,26.23,6.98
399,maragogi,0,BR,1586533258,57,-9.01,-35.22,30.75,3.41
400,honiara,75,SB,1586533258,94,-9.43,159.95,25.0,1.5
401,bengkulu,92,ID,1586533259,80,-3.8,102.27,25.71,0.94
402,dinguiraye,34,GN,1586533259,14,11.3,-10.72,40.31,1.96
403,ust-maya,14,RU,1586533259,96,60.42,134.53,-3.84,1.74
404,egvekinot,0,RU,1586533259,84,66.32,-179.17,-21.27,2.55
405,pfullendorf,0,DE,1586533259,30,47.92,9.25,22.78,3.1
406,aklavik,75,CA,1586533203,77,68.22,-135.01,-15.0,1.0
407,udachnyy,0,RU,1586533259,62,66.42,112.4,-4.0,5.0
408,rostusa,0,MK,1586533259,27,41.61,20.6,16.88,1.78
409,kununurra,90,AU,1586533136,94,-15.77,128.73,21.0,6.2
410,belaya gora,7,UA,1586533259,40,49.03,25.77,10.67,6.51
411,murray bridge,1,US,1586533260,81,40.67,-111.89,11.67,2.1
412,lata,40,PT,1586533260,72,40.16,-8.33,22.22,3.6
413,raga,55,SS,1586533260,19,8.46,25.68,37.7,1.42
414,ketchikan,20,US,1586533260,80,55.34,-131.65,4.0,6.2
415,swan river,97,PH,1586533260,82,18.22,121.38,24.41,2.67
416,yelizovo,75,RU,1586533260,79,53.19,158.38,-2.0,1.0
417,dillon,1,US,1586533198,49,34.42,-79.37,18.0,6.2
418,cockburn town,100,AU,1586533260,28,-32.08,141.0,20.0,4.6
419,berdigestyakh,100,RU,1586533260,85,62.1,126.7,0.81,4.85
420,tsiroanomandidy,27,MG,1586533260,56,-18.77,46.03,22.59,1.22
421,alta floresta,20,NO,1586533260,90,69.97,23.27,0.0,7.7
422,bontang,10,ID,1586533261,79,0.13,117.5,27.03,5.31
423,yurla,96,RU,1586533261,76,59.33,54.32,7.0,5.58
424,luwuk,0,ID,1586533261,71,-0.95,122.79,27.04,2.02
425,sembakung,42,ID,1586533261,84,3.82,117.25,24.97,1.19
426,evanston,40,US,1586533105,48,42.04,-87.69,6.11,4.6
427,makakilo city,1,US,1586532968,88,21.35,-158.09,22.0,1.5
428,iskateley,0,RU,1586533261,95,67.68,53.15,-7.58,3.56
429,markova,25,UA,1586533261,26,48.68,24.41,13.0,5.0
430,dwarka,0,IN,1586533261,75,22.24,68.97,26.45,5.38
431,nicoya,18,CR,1586533261,43,10.15,-85.45,33.0,3.6
432,praia,0,CV,1586533261,33,14.92,-23.51,32.0,7.7
433,birin,5,NP,1586533261,25,26.89,88.07,17.45,1.89
434,ostersund,75,SE,1586533262,69,63.18,14.64,1.0,5.1
435,clyde river,40,US,1586533262,52,41.3,-82.98,6.11,8.7
436,kirakira,30,SB,1586533262,79,-10.45,161.92,26.11,2.42
437,aleksandrov gay,27,RU,1586533262,57,56.4,38.71,6.25,3.69
438,kaeo,2,NZ,1586533262,93,-35.1,173.78,8.89,0.89
439,bollnas,100,SE,1586533262,31,61.35,16.39,8.89,2.68
440,ostrovnoy,40,RU,1586533262,94,68.05,39.51,-5.97,4.96
441,pitimbu,75,BR,1586533262,66,-7.47,-34.81,30.0,2.6
442,esperance,75,AU,1586533190,82,-33.87,121.9,17.0,3.6
443,sao jose da coroa grande,0,IN,1586533239,11,20.51,76.21,32.25,1.89
444,denpasar,75,ID,1586532979,94,-8.65,115.22,27.0,0.5
445,heyang,100,CN,1586533262,72,26.1,107.47,18.01,2.43
446,aksarka,0,RU,1586533262,91,66.56,67.8,-7.34,2.37
447,ulsteinvik,74,NO,1586533262,70,62.34,5.85,7.22,8.2
448,sharanga,97,RU,1586533263,76,57.18,46.54,5.99,4.78
449,ambilobe,1,MG,1586533187,75,-13.2,49.05,26.3,2.21
450,black river,1,US,1586533263,39,31.01,-85.74,18.33,5.1
451,izumo,75,JP,1586533263,86,35.37,132.77,5.0,3.1
452,richards bay,1,US,1586533263,69,46.84,-95.91,3.89,4.1
453,butte,1,US,1586533263,71,39.65,-121.57,13.0,1.12
454,oussouye,1,SN,1586533263,69,12.48,-16.55,37.0,3.1
455,ankazoabo,90,MG,1586533263,49,-22.28,44.52,27.08,4.64
456,saint-joseph,80,RE,1586533263,74,-21.37,55.62,26.0,8.7
457,ponca city,1,US,1586533263,44,42.56,-96.71,3.33,6.7
458,huangcun,100,CN,1586533263,82,30.01,118.4,14.83,1.88
459,homer,1,US,1586533250,79,59.64,-151.55,-1.11,1.72
460,sakaiminato,75,JP,1586533264,86,35.55,133.23,5.0,3.1
461,mhango,67,TZ,1586533264,57,-3.28,32.85,23.2,2.69
462,lavrentiya,95,RU,1586533182,90,65.58,-171.0,-15.86,3.75
463,huarmey,84,PE,1586533264,67,-10.07,-78.15,25.46,2.46
464,camacha,20,PT,1586533264,64,33.08,-16.33,21.0,4.6
465,san bartolome,60,ML,1586533264,6,13.3,-4.9,40.99,1.47
466,odessa,42,UA,1586533090,28,46.48,30.73,20.0,9.0
467,severnyy,75,RU,1586533264,71,50.68,36.55,10.0,6.0
468,kochi,40,IN,1586533264,74,9.94,76.26,31.0,1.0
469,pasni,0,PK,1586533264,56,25.26,63.47,28.11,4.96
470,merauke,98,ID,1586533264,90,-8.47,140.33,25.3,3.87
471,kieta,52,PG,1586533234,80,-6.22,155.63,26.52,1.55
472,tiarei,40,PF,1586533265,74,-17.53,-149.33,27.0,1.5
473,grand river south east,1,US,1586533265,26,38.88,-109.5,13.33,1.28
474,secovce,15,SK,1586533265,26,48.7,21.66,18.0,6.7
475,mwene-ditu,83,CD,1586533265,69,-7.0,23.45,22.66,2.26
476,beloha,30,MG,1586533265,73,-25.17,45.05,22.49,9.12
477,turbat,0,PK,1586533265,21,26.0,63.04,33.77,6.88
478,puerto carreno,20,ES,1586533233,64,36.59,-6.23,22.0,4.1
479,gravdal,94,NO,1586533265,80,68.12,13.5,1.37,8.78
480,wattegama,60,LK,1586533265,82,6.8,81.48,25.16,0.96
481,les cayes,75,ES,1586533265,44,42.81,0.71,21.11,0.45
482,maneadero,95,MX,1586533266,86,31.72,-116.57,13.89,2.68
483,san jose del guaviare,60,ML,1586533257,6,13.3,-4.9,40.99,1.47
484,gushikawa,1,JP,1586533266,87,26.35,127.87,20.0,2.1
485,mgandu,45,TZ,1586533266,54,-5.95,34.13,21.13,2.91
486,wad madani,100,RU,1586533266,75,55.53,44.21,6.93,3.09
487,sorgun,0,TR,1586533266,33,39.81,35.19,9.74,6.24
488,liku,2,ID,1586533266,80,-0.73,119.89,24.58,0.33
489,coronado,90,US,1586533266,87,32.69,-117.18,14.0,8.2
490,agadir,47,MA,1586533262,50,30.42,-9.6,25.0,5.7
491,mujiayingzi,0,CN,1586533266,41,42.12,118.78,6.17,2.36
492,wajid,83,SO,1586533266,43,3.81,43.25,31.29,4.43
493,saquena,100,PE,1586533267,71,-4.67,-73.52,29.33,1.19
494,sulangan,12,PH,1586533267,78,11.14,123.72,27.56,4.71
495,canaries,40,ES,1586533267,53,28.0,-15.5,24.0,12.3
496,sabang,100,ID,1586533267,76,5.89,95.32,28.82,4.64
497,monticello,1,US,1586533267,69,45.31,-93.79,4.44,3.03
498,oistins,20,BB,1586533267,62,13.07,-59.53,30.0,7.7
499,charters towers,40,US,1586533267,56,38.57,-83.43,6.67,5.1
500,inirida,100,CO,1586533267,93,3.87,-67.92,24.64,1.41
501,bambanglipuro,4,ID,1586533267,83,-7.95,110.28,27.02,3.11
502,enumclaw,40,US,1586533140,75,47.2,-121.99,10.0,2.6
503,sorong,22,ID,1586533268,83,-0.88,131.25,24.9,1.4
504,kulunda,3,RU,1586533268,60,52.57,78.94,5.05,2.95
505,yatou,100,CN,1586533268,64,37.15,122.38,6.87,4.1
506,tamluk,40,IN,1586533268,83,22.3,87.92,28.0,5.1
507,gondanglegi,27,ID,1586533268,89,-7.75,112.01,24.72,1.93
508,santa vitoria do palmar,69,PH,1586533268,71,17.49,120.43,25.98,1.63
509,robertsport,5,LR,1586533268,65,6.75,-11.37,29.23,3.23
510,beyneu,8,KZ,1586533207,44,45.32,55.2,10.81,6.2
511,passo fundo,20,ID,1586533268,94,-3.63,128.25,26.0,3.1
512,ancud,90,CL,1586533225,100,-41.87,-73.82,13.0,3.6
513,maniitsoq,24,GL,1586533268,83,65.42,-52.9,1.79,2.86
514,mopipi,99,BW,1586533269,30,-21.18,24.88,27.85,3.37
515,sovetsk,79,RU,1586533269,53,55.08,21.88,8.36,5.54
516,pozo colorado,0,CU,1586533269,48,22.45,-80.18,31.0,2.6
517,gazanjyk,27,TM,1586533269,32,39.24,55.52,17.13,4.36
518,sioux lookout,20,US,1586533269,55,42.73,-96.23,4.0,5.7
519,yaviza,99,PA,1586533269,80,8.15,-77.69,28.77,1.25
520,pataskala,40,US,1586533109,48,40.0,-82.67,6.11,9.3
521,makabe,20,JP,1586533269,64,36.27,140.1,11.11,0.5
522,san ramon,60,ML,1586533221,6,13.3,-4.9,40.99,1.47
523,high level,1,US,1586533269,38,33.61,-95.75,17.0,5.1
524,isiolo,99,KE,1586533270,43,0.35,37.58,24.9,5.52
525,sabalgarh,0,IN,1586533270,14,26.25,77.4,31.53,0.33
526,diamantino,13,BR,1586533270,59,-14.41,-56.45,28.87,2.32
527,kitzingen,20,DE,1586533270,30,49.73,10.17,21.67,3.6
528,noumea,84,NC,1586533184,72,-22.28,166.46,18.0,0.5
529,concarneau,0,FR,1586533270,40,47.88,-3.92,24.0,4.6
530,miraflores,5,MX,1586533270,35,19.22,-98.81,26.0,0.85
531,werda,86,BW,1586533270,28,-25.27,23.28,27.35,4.03
532,garowe,0,SO,1586533270,27,8.41,48.48,32.75,2.53
533,emerald,99,AU,1586533206,73,-23.53,148.17,21.0,0.5
534,tura,0,IN,1586533270,33,25.52,90.22,24.33,1.1
535,xuanzhou,100,CN,1586533271,87,30.95,118.76,14.98,4.53
536,asau,20,RO,1586533204,34,46.43,26.4,18.0,7.2
537,bouza,100,NE,1586533271,15,14.42,6.04,36.21,4.54
538,villa corona,61,IT,1586533271,26,46.2,10.13,23.89,3.1
539,riberalta,75,BO,1586533271,58,-10.98,-66.1,28.0,5.1
540,kitob,100,UZ,1586533271,39,39.08,66.83,13.58,0.67
541,marrakesh,57,MA,1586533271,34,31.63,-8.01,27.0,3.1
542,masaka,35,UG,1586533271,47,-0.33,31.73,24.2,4.21
543,navahrudak,40,BY,1586533271,47,53.6,25.83,7.87,5.15
544,seoul,90,KR,1586533271,66,37.57,126.98,9.0,1.43
545,caravelas,70,BR,1586533271,77,-17.71,-39.25,26.97,6.48
546,chapais,1,CA,1586533271,47,49.78,-74.85,2.0,3.6
547,praia da vitoria,0,CV,1586533272,33,14.92,-23.51,32.0,7.7
548,linxia,98,CN,1586533272,24,35.6,103.21,7.02,1.85
549,pimentel,90,PE,1586533272,29,-6.84,-79.93,19.0,1.0
550,port alberni,68,CD,1586533226,55,-7.03,29.76,26.07,2.54
551,olga,51,RU,1586533272,75,43.74,135.29,3.48,1.68
